id,skin_r_forehead,skin_g_forehead,skin_b_forehead,skin_r_cheek,skin_g_cheek,skin_b_cheek,skin_r_jaw,skin_g_jaw,skin_b_jaw,skin_lab_l,skin_lab_a,skin_lab_b,undertone,skin_depth,tan_level,hair_r,hair_g,hair_b,eye_r,eye_g,eye_b,contrast_score,chroma_score,value_score,season,subseason,primary_colors,secondary_colors,neutral_colors,accent_colors,avoid_colors_strict,avoid_colors_soft
2400,215,171,119,223,165,107,200,154,99,64,24,26,cool,medium,heavy,33,52,0,27,21,48,0.545,0.396,0.641,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2401,211,188,147,213,178,133,190,170,126,67,12,20,warm,light,none,95,60,0,67,38,0,0.479,0.255,0.678,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2402,212,146,157,222,146,150,197,140,147,67,33,-4,cool,medium,heavy,99,34,50,55,34,0,0.432,0.259,0.671,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2403,238,214,174,243,207,160,221,199,153,79,13,21,warm,deep,mild,100,39,70,17,20,23,0.531,0.267,0.791,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2404,214,193,139,215,188,127,197,179,122,68,8,28,cool,deep,mild,30,52,51,11,31,40,0.535,0.286,0.686,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2405,170,160,159,174,153,146,158,139,142,61,5,1,warm,light,mild,85,4,75,67,58,0,0.419,0.051,0.612,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2406,240,210,135,241,209,126,216,199,116,74,11,39,cool,deep,heavy,56,83,18,20,28,45,0.552,0.392,0.746,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2407,242,179,149,247,173,140,225,161,139,72,32,14,cool,deep,mild,71,59,65,66,46,0,0.491,0.361,0.725,Summer,light_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2408,240,157,150,241,154,143,217,147,140,69,38,3,warm,light,mild,91,51,80,16,28,33,0.423,0.325,0.697,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2409,180,182,138,189,174,124,168,164,119,63,2,22,neutral,medium,none,25,38,17,68,57,18,0.531,0.196,0.63,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2410,172,158,146,181,152,137,160,143,130,60,9,5,neutral,deep,none,103,35,24,10,16,0,0.407,0.114,0.608,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
2411,245,153,163,247,144,150,222,133,144,70,46,-5,neutral,medium,heavy,85,54,0,61,16,19,0.533,0.365,0.701,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2412,182,164,158,184,157,152,163,144,148,63,8,0,warm,light,none,98,10,73,59,30,0,0.421,0.067,0.638,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2413,195,203,173,199,194,164,178,187,162,72,-2,12,warm,medium,none,13,64,33,47,53,34,0.584,0.098,0.722,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2414,174,208,141,179,206,136,156,194,129,67,-18,32,warm,deep,none,15,67,31,41,44,3,0.532,0.255,0.675,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2415,231,172,132,236,170,117,214,161,107,67,28,24,neutral,medium,none,35,75,0,34,15,0,0.557,0.408,0.677,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2416,225,196,180,231,187,166,214,172,164,75,17,8,warm,light,mild,36,25,32,24,38,36,0.641,0.196,0.757,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2417,221,130,155,222,130,142,199,118,132,63,41,-8,neutral,deep,none,67,57,64,27,51,45,0.413,0.322,0.639,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2418,193,189,119,196,186,114,173,174,108,64,0,33,cool,light,mild,40,43,69,44,12,34,0.477,0.263,0.642,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2419,220,179,117,225,171,106,201,161,106,64,22,30,neutral,medium,mild,33,42,28,65,20,25,0.54,0.408,0.65,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
2420,208,171,157,211,167,146,196,154,137,67,17,8,warm,medium,mild,23,19,30,15,29,50,0.592,0.196,0.678,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2421,211,187,146,219,187,139,200,176,134,70,11,21,neutral,light,heavy,32,25,29,63,53,0,0.603,0.255,0.706,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2422,195,167,128,205,166,116,180,152,113,63,14,22,warm,deep,heavy,16,71,22,44,16,28,0.511,0.29,0.63,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2423,220,209,102,230,202,96,205,190,86,68,9,50,neutral,deep,heavy,105,56,0,35,51,49,0.48,0.467,0.684,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2424,235,197,155,236,191,145,215,185,136,74,17,20,warm,light,none,110,89,37,32,37,2,0.434,0.298,0.741,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2425,242,135,141,245,130,135,225,115,126,66,52,-5,neutral,medium,mild,52,49,6,27,19,11,0.546,0.412,0.66,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
2426,225,163,116,228,161,110,206,147,109,64,28,23,neutral,deep,heavy,65,68,41,27,44,5,0.439,0.404,0.646,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2427,181,162,125,182,155,117,163,150,117,58,8,16,neutral,deep,none,102,0,0,53,43,43,0.475,0.196,0.587,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2428,242,155,128,248,155,119,226,150,118,67,41,15,neutral,deep,heavy,87,82,8,29,31,16,0.462,0.447,0.676,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2429,163,162,113,171,152,105,156,147,98,55,4,21,neutral,medium,none,89,9,57,21,22,21,0.382,0.2,0.553,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
2430,181,206,166,182,196,151,166,189,142,68,-12,20,warm,medium,none,110,58,73,13,13,49,0.391,0.157,0.685,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2431,213,156,143,222,146,133,204,139,131,64,33,4,neutral,deep,heavy,87,0,39,41,30,19,0.49,0.29,0.648,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2432,216,142,182,225,141,171,200,135,163,69,37,-17,cool,light,none,58,90,78,42,14,33,0.435,0.29,0.695,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2433,183,180,156,189,170,142,170,165,132,64,4,11,warm,medium,heavy,99,29,74,41,15,26,0.403,0.125,0.648,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2434,180,181,175,181,179,163,158,167,155,67,-4,5,cool,deep,none,88,23,49,19,14,49,0.483,0.043,0.677,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2435,207,141,118,216,139,112,199,131,103,60,33,11,cool,light,heavy,12,41,0,68,58,0,0.56,0.349,0.604,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2436,200,153,181,206,145,166,183,133,166,66,25,-13,cool,medium,mild,37,19,52,70,47,29,0.533,0.2,0.669,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2437,243,146,113,244,145,104,224,140,94,63,44,18,warm,deep,mild,21,41,52,43,2,17,0.553,0.49,0.638,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2438,243,180,148,250,170,133,232,164,130,71,35,16,neutral,light,heavy,15,2,0,68,27,16,0.709,0.4,0.716,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2439,170,186,106,178,176,95,161,171,87,58,-4,38,neutral,medium,none,65,11,80,45,55,38,0.443,0.298,0.58,Autumn,soft_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2440,188,195,166,198,194,156,174,179,147,70,-3,16,warm,light,mild,67,0,61,22,17,28,0.566,0.129,0.71,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2441,180,149,171,188,141,160,170,134,157,63,18,-12,neutral,light,mild,87,0,0,48,28,9,0.534,0.145,0.633,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2442,187,179,168,196,172,162,179,165,155,68,7,2,warm,medium,mild,61,45,5,15,42,0,0.546,0.075,0.686,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2443,211,152,125,216,152,119,192,146,115,63,27,14,neutral,deep,heavy,46,73,52,41,25,0,0.436,0.322,0.63,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2444,222,190,169,223,184,154,207,176,153,72,14,12,neutral,light,none,77,78,53,52,54,21,0.459,0.212,0.727,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2445,209,210,177,218,207,172,197,194,171,77,0,15,neutral,medium,mild,101,48,30,39,51,12,0.548,0.122,0.774,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2446,190,195,148,194,190,135,179,182,125,67,-3,25,neutral,deep,mild,85,87,0,10,18,12,0.454,0.196,0.672,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2447,238,160,126,244,160,116,221,153,116,67,37,19,neutral,light,mild,60,65,0,44,23,0,0.527,0.443,0.673,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2448,200,143,154,209,139,147,188,129,137,64,30,-6,cool,medium,mild,92,14,40,56,8,27,0.451,0.235,0.641,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2449,167,153,143,170,146,132,150,136,132,57,7,4,neutral,light,heavy,100,56,57,68,20,0,0.305,0.09,0.579,Autumn,soft_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2450,234,161,161,234,156,156,212,144,149,70,34,-2,cool,deep,mild,50,80,5,59,54,26,0.557,0.267,0.707,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2451,231,154,116,238,150,111,221,142,101,64,39,17,cool,light,none,92,0,32,17,10,5,0.497,0.439,0.646,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
2452,208,204,135,208,200,127,188,185,127,69,-1,34,warm,deep,none,51,36,29,52,57,47,0.551,0.267,0.693,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2453,212,153,179,212,147,166,196,138,162,67,27,-12,neutral,deep,none,86,68,41,65,9,43,0.434,0.216,0.68,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2454,220,202,109,230,197,100,206,183,98,68,11,46,cool,light,heavy,59,83,42,27,26,22,0.47,0.451,0.682,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
2455,243,211,177,243,202,170,218,196,161,79,15,13,neutral,medium,heavy,103,47,23,28,59,0,0.574,0.227,0.797,Spring,light_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
2456,224,212,118,229,205,104,208,193,104,69,7,48,warm,light,heavy,38,18,19,38,6,42,0.624,0.431,0.697,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2457,168,143,159,170,133,149,154,120,144,58,13,-10,warm,deep,mild,82,0,62,61,21,17,0.407,0.106,0.584,Winter,cool_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2458,219,185,172,219,183,163,195,178,158,73,13,7,neutral,medium,mild,77,79,53,48,49,0,0.462,0.161,0.732,Spring,light_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
2459,231,213,156,240,209,147,217,202,137,77,10,28,neutral,deep,mild,107,64,49,43,42,7,0.49,0.306,0.773,Spring,light_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
2460,175,150,107,178,142,100,159,129,96,54,13,18,cool,light,heavy,34,15,59,69,15,5,0.431,0.247,0.542,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2461,185,180,117,190,179,104,174,165,97,61,0,35,cool,light,none,34,79,0,22,18,19,0.471,0.278,0.612,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2462,215,207,134,221,205,128,203,191,126,71,3,36,cool,medium,heavy,14,23,0,65,32,11,0.679,0.306,0.718,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2463,208,138,113,214,132,98,190,120,97,57,36,14,neutral,deep,heavy,40,0,77,34,15,0,0.481,0.396,0.574,Winter,cool_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2464,202,167,126,210,166,116,188,157,114,63,17,22,neutral,medium,heavy,20,0,4,58,5,32,0.615,0.31,0.637,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2465,214,179,120,214,169,108,190,161,104,63,17,28,cool,medium,mild,103,57,5,67,39,14,0.421,0.357,0.635,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2466,188,179,140,196,170,127,171,161,118,63,8,19,cool,light,mild,94,6,77,51,15,16,0.444,0.212,0.638,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2467,180,150,132,190,148,120,170,138,120,59,16,11,neutral,medium,mild,52,11,51,63,38,27,0.457,0.216,0.592,Winter,cool_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2468,166,185,159,174,175,152,157,164,146,64,-5,9,cool,deep,mild,31,1,26,11,53,0,0.579,0.071,0.648,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2469,180,204,141,184,199,135,163,189,127,67,-12,29,neutral,light,mild,42,0,33,46,8,5,0.593,0.231,0.671,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2470,197,211,168,203,205,157,180,190,151,73,-6,21,neutral,deep,heavy,69,62,14,41,9,2,0.545,0.169,0.732,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2471,216,168,124,218,160,118,193,147,110,64,24,18,warm,light,mild,79,15,41,68,34,49,0.478,0.333,0.642,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2472,188,150,141,193,141,135,169,135,135,60,21,0,cool,deep,mild,71,0,0,50,18,0,0.517,0.169,0.607,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2473,188,162,106,191,152,101,167,140,95,57,14,23,cool,medium,mild,12,5,46,10,33,34,0.526,0.294,0.574,Winter,cool_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2474,177,205,168,183,195,160,158,186,150,69,-11,15,neutral,deep,heavy,87,18,66,70,45,26,0.5,0.118,0.697,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
2475,229,210,176,231,205,167,213,194,160,78,8,16,neutral,light,mild,55,35,52,15,44,0,0.604,0.192,0.782,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2476,188,181,158,193,177,147,170,167,138,66,3,12,cool,medium,heavy,72,6,11,66,26,45,0.562,0.122,0.669,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2477,223,166,159,225,162,148,207,153,143,69,26,4,cool,medium,none,94,36,30,11,26,1,0.484,0.243,0.693,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2478,221,142,118,231,139,106,207,134,104,61,41,14,warm,medium,mild,43,77,12,20,32,49,0.483,0.431,0.616,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2479,176,172,131,184,165,123,164,159,118,61,4,18,warm,light,mild,18,18,12,46,25,27,0.553,0.18,0.61,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2480,200,210,162,206,210,154,187,204,144,73,-7,25,cool,light,heavy,105,15,62,46,12,0,0.535,0.2,0.739,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2481,213,215,117,219,205,105,198,196,98,68,2,47,cool,light,mild,14,59,16,59,60,43,0.592,0.388,0.685,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2482,226,210,132,233,204,126,213,191,116,72,9,36,warm,light,heavy,18,0,0,33,49,12,0.72,0.361,0.729,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2483,213,200,129,218,194,124,195,179,120,69,7,32,cool,medium,mild,94,0,0,68,46,21,0.588,0.31,0.694,Winter,deep_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2484,228,158,176,238,152,161,218,142,161,71,38,-7,cool,deep,mild,45,1,48,48,21,0,0.601,0.298,0.714,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2485,183,142,176,192,141,166,167,129,161,64,20,-15,warm,light,mild,72,53,76,63,17,31,0.385,0.161,0.646,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2486,240,184,136,244,180,130,224,167,124,71,27,22,warm,light,mild,87,77,69,28,33,0,0.434,0.388,0.718,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2487,234,211,132,244,208,126,220,193,122,74,13,38,neutral,light,heavy,39,81,0,11,52,34,0.606,0.404,0.749,Summer,light_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2488,229,174,116,238,171,104,217,165,104,66,28,31,warm,deep,none,18,12,75,30,51,1,0.602,0.467,0.664,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2489,235,184,104,237,183,95,219,171,90,66,22,41,cool,deep,heavy,26,0,0,11,15,49,0.657,0.498,0.667,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2490,195,167,108,202,165,103,183,158,102,60,13,28,neutral,deep,heavy,43,0,64,61,56,0,0.514,0.329,0.608,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
2491,235,215,133,240,205,123,216,197,118,73,12,38,neutral,deep,none,45,50,0,66,16,30,0.619,0.4,0.736,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2492,232,214,110,237,209,102,214,204,97,70,9,51,warm,deep,heavy,38,16,77,16,57,41,0.616,0.471,0.71,Autumn,deep_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2493,185,188,105,195,179,98,171,168,95,61,3,38,cool,medium,mild,107,10,0,43,13,8,0.482,0.322,0.61,Summer,cool_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
2494,217,138,186,218,138,175,200,125,175,68,35,-21,neutral,light,mild,12,50,0,11,49,32,0.636,0.275,0.688,Spring,warm_spring,"#FFD700,#FFA500","#FF69B4,#FF7F50","#FFFACD,#FAFAD2","#00FF7F,#FF4500",#708090,#2F4F4F
2495,237,178,177,244,170,168,221,160,162,75,32,-1,cool,deep,none,71,10,3,12,5,21,0.646,0.251,0.754,Winter,clear_winter,"#000000,#4B0082","#8B0000,#2F4F4F","#FFFFFF,#DCDCDC","#FF0000,#00FFFF",#FFDAB9,#FFE4E1
2496,188,142,110,193,132,99,175,117,89,54,25,14,warm,deep,none,11,15,0,15,37,5,0.527,0.31,0.548,Autumn,soft_autumn,"#8B4513,#A0522D","#CD853F,#D2691E","#F5DEB3,#EEE8AA","#B22222,#FF8C00",#ADD8E6,#87CEFA
2497,177,165,162,184,157,149,166,147,146,63,8,1,cool,deep,heavy,68,61,69,39,60,33,0.377,0.078,0.634,Summer,soft_summer,"#ADD8E6,#87CEFA","#FFB6C1,#D8BFD8","#F0F8FF,#E6E6FA","#6495ED,#BA55D3",#8B4513,#654321
